Color Display Locator,Color Number,Color Name,CBG Legacy Color Name,Color Name (Canada - English),Color Name (Canada - French),Color Collection,CBG NA Color Family Name,LRV Notation Number,RGB-1 Red Color Value,RGB-2 Green Color Value,RGB-3 Blue Color Value,Hex Value,Color Sample sRGB,CMYK-1 Cyan Color Value,CMYK-2 Magenta Color Value,CMYK-3 Yellow Color Value,CMYK-4 Black Color Value,Freezer name,Channel,Color Description
NV218E,8002-18E,Shetland,,Shetland,Shetland,,Yellows,31,195,139,76,C38B4C,,0,29,61,24,FNVL2023_5,Lowe's,
NV218F,8002-18F,Sweet and Sour,,Sweet and Sour,Acidulé,,Yellows,27,187,129,62,BB813E,,0,31,67,27,FNVL2023_6,Lowe's,
NV218G,8002-18G,Impala,,Impala,Impala,,Yellows,18,163,107,39,A36B27,,0,34,76,36,FNVL2023_7,Lowe's,
NV219A,8002-19A,Dulce de Leche,,Dulce de Leche,Dulce de leche,,Yellows,75,243,221,194,F3DDC2,,0,9,20,5,FNVL2024_1,Lowe's,
NV219B,3004-6B,Warm Sunshine,,Warm Sunshine,Soleil chaud,,Yellows,67,243,209,163,F3D1A3,,0,14,33,5,FVUP3004-6B,Lowe's,
NV219C,3004-6A,Delightful Moon,,Delightful Moon,Lune agréable,,Yellows,60,238,197,142,EEC58E,,0,17,40,7,FVUP3004-6A,Lowe's,
NV219D,3004-5B,Safari Sun,,Safari Sun,Soleil safari,,Yellows,43,223,164,93,DFA45D,,0,26,58,13,FVUP3004-5B,Lowe's,
NV219E,3004-5A,Poseidon's Gold,,Poseidon's Gold,Or de Poséidon,,Yellows,34,208,144,64,D09040,,0,31,69,18,FVUP3004-5A,Lowe's,
NV219F,3005-5A,Garden Ochre,,Garden Ochre,Ocre de jardin,,Yellows,26,185,128,60,B9803C,,0,31,68,27,FVUP3005-5A,Lowe's,
NV219G,8002-19G,Vintage Lincoln,,Vintage Lincoln,Lincoln rétro,,Yellows,23,172,120,63,AC783F,,0,30,63,33,FPL11_16,Lowe's,
NV220A,3003-4C,Coconut Scent,,Coconut Scent,Parfum de noix de coco,,Yellows,82,254,230,192,FEE6C0,,0,9,24,0,FVUP3003-4C,Lowe's,
NV220B,3006-6B,Shoreline,,Shoreline,Littoral,,Yellows,75,252,220,171,FCDCAB,,0,13,32,1,FVUP3006-6B,Lowe's,
NV220C,3006-6A,Lazy Sun,,Lazy Sun,Soleil paresseux,,Yellows,71,254,212,152,FED498,,0,17,40,0,FVUP3006-6A,Lowe's,
NV220D,3006-5C,Golden Chime,,Golden Chime,Carillon doré,,Yellows,58,243,190,121,F3BE79,,0,22,50,5,FVUP3006-5C,Lowe's,
NV220E,3006-5B,Pirate's Treasure,,Pirate's Treasure,Trésor de pirate,,Yellows,46,229,169,86,E5A956,,0,26,62,10,FVUP3006-5B,Lowe's,
NV220F,3006-5A,Bugle Call,,Bugle Call,CRI DU CLAIRON,,Yellows,34,210,144,56,D29038,,0,31,73,18,FVUP3006-5A,Lowe's,
NV220G,8002-20G,Umbra,,Umbra,Ombrage,,Yellows,21,178,113,28,B2711C,,0,37,84,30,FNVL2025_7,Lowe's,
NV221A,8002-21A,Grappa,,Grappa,Grappa,,Yellows,81,248,230,200,F8E6C8,,0,7,19,3,FNVL2026_1,Lowe's,
NV221B,3004-8B,Hazy Yellow,,Hazy Yellow,Jaune brumeux,,Yellows,69,238,213,177,EED5B1,,0,11,26,7,FVUP3004-8B,Lowe's,
NV221C,3005-6B,Sweet Treats,,Sweet Treats,Gâteries,,Yellows,62,236,202,155,ECCA9B,,0,14,34,7,FVUP3005-6B,Lowe's,
NV221D,3005-6A,Veranda Yellow,,Veranda Yellow,Jaune véranda,,Yellows,55,231,190,132,E7BE84,,0,18,43,9,FVUP3005-6A,Lowe's,
NV221E,3005-5C,Ambitious,,Ambitious,Ambitieux,,Yellows,45,219,170,109,DBAA6D,,0,22,50,14,FVUP3005-5C,Lowe's,
NV221F,8002-21F,Tupelo Honey,,Tupelo Honey,Miel de tupélo,,Yellows,33,202,145,66,CA9142,,0,28,67,21,FNVL2026_6,Lowe's,
NV221G,3009-5,Pumpkin Squash,,Pumpkin Squash,Courge citrouille,,Yellows,25,185,125,42,B97D2A,,0,32,77,27,FVUP3009-5,Lowe's,
NV222A,3004-8C,Estate Vanilla,,Estate Vanilla,Vanille du domaine,,Yellows,79,244,228,202,F4E4CA,,0,7,17,4,FVUP3004-8C,Lowe's,
NV222B,3005-8B,Capricious,,Capricious,Capricieux,,Yellows,68,242,211,168,F2D3A8,,0,13,31,5,FVUP3005-8B,Lowe's,
NV222C,3005-8A,Cloudy Sunset,,Cloudy Sunset,Coucher de soleil nuageux,,Yellows,56,231,191,135,E7BF87,,0,17,42,9,FVUP3005-8A,Lowe's,
NV222D,3005-7C,Lewis Gold,,Lewis Gold,Or Lewis,,Yellows,39,204,159,97,CC9F61,,0,22,52,20,FVUP3005-7C,Lowe's,
NV222E,8002-22E,Gingerbread,,Gingerbread,Pain d'épice,,Yellows,32,193,144,76,C1904C,,0,25,61,24,FNVL2027_5,Lowe's,
NV222F,3005-7A,Camel Ride,,Camel Ride,Promenade en chameau,,Yellows,26,178,131,68,B28344,,0,26,62,30,FVUP3005-7A,Lowe's,
NV222G,8002-22G,Komodo,,Komodo,Komodo,,Yellows,17,155,106,19,9B6A13,,0,32,88,39,FNVL2027_7,Lowe's,
NV223A,7003-12,Frolic,,Frolic,Ébats,,Yellows,80,242,230,206,F2E6CE,,0,5,15,5,FVUP7003-12,Lowe's,
NV223B,3007-6B,Homey Cream,,Homey Cream,Crème intime,,Yellows,76,244,223,184,F4DFB8,,0,9,25,4,FVUP3007-6B,Lowe's,
NV223C,3007-6A,Honeysuckle Beige,,Honeysuckle Beige,Beige chèvrefeuille,Popular,Yellows,63,235,203,148,EBCB94,,0,14,37,8,FVUP3007-6A,Lowe's,
NV223D,3007-5C,Harpswell Green,,Harpswell Green,Vert Harpswell,,Yellows,53,223,187,125,DFBB7D,,0,16,44,13,FVUP3007-5C,Lowe's,
NV223E,3007-5B,Earthen Sienna,,Earthen Sienna,Terre de Sienne,,Yellows,39,203,162,94,CBA25E,,0,20,54,20,FVUP3007-5B,Lowe's,
NV223F,3007-5A,Corduroy,,Corduroy,Velours côtelé,,Yellows,28,179,136,59,B3883B,,0,24,67,30,FVUP3007-5A,Lowe's,
NV223G,8002-23G,Brazen,,Brazen,Culotté,,Yellows,19,159,113,17,9F7111,,0,29,89,38,FNVL2028_7,Lowe's,
NV224A,3005-8C,Pale Maize,,Pale Maize,Maïs pâle,,Yellows,79,246,229,190,F6E5BE,,0,7,23,4,FVUP3005-8C,Lowe's,
NV224B,3008-6B,Canary Diamond,,Canary Diamond,Diamant canari,,Yellows,68,239,213,156,EFD59C,,0,11,35,6,FVUP3008-6B,Lowe's,
NV224C,8002-24C,Home Brew,,Home Brew,Bière artisanale,,Yellows,61,229,203,141,E5CB8D,,0,11,38,10,FNVL2029_3,Lowe's,
NV224D,3008-5C,Swiftly Green,,Swiftly Green,Vert éclair,,Yellows,55,225,192,115,E1C073,,0,15,49,12,FVUP3008-5C,Lowe's,
NV224E,3008-5B,Dylan Velvet,,Dylan Velvet,Velours Dylan,,Yellows,46,211,176,94,D3B05E,,0,17,55,17,FVUP3008-5B,Lowe's,
NV224F,3008-5A,Golden Avocado,,Golden Avocado,Avocat doré,,Yellows,37,201,158,58,C99E3A,,0,21,71,21,FVUP3008-5A,Lowe's,
NV224G,8002-24G,Ginseng,,Ginseng,Ginseng,,Yellows,21,158,119,46,9E772E,,0,25,71,38,FCLB_21_7,Lowe's,
NV225A,6008-5A,Desert Flower,,Desert Flower,Fleur du désert,,Greens,81,244,232,199,F4E8C7,,0,5,18,4,FVUP6008-5A,Lowe's,
NV225B,6008-5B,Heart of Palm,,Heart of Palm,Cœur de palmier,,Greens,78,243,227,183,F3E3B7,,0,7,25,5,FVUP6008-5B,Lowe's,
NV225C,8002-25C,Kelsey's Curls,,Kelsey's Curls,Boucles de Kelsey,,Greens,75,242,224,168,F2E0A8,,0,7,31,5,FNVL2030_3,Lowe's,
NV225D,8002-25D,Papyrus Plant,,Papyrus Plant,Papyrus,,Greens,61,226,204,139,E2CC8B,,0,10,38,11,FNVL2030_4,Lowe's,
NV225E,8002-25E,Further Afield,,Further Afield,Fond des champs,,Greens,52,211,190,125,D3BE7D,,0,10,41,17,FNVL2030_5,Lowe's,
NV225F,8002-25F,Slender Stem,,Slender Stem,Tige étroite,,Greens,38,189,164,89,BDA459,,0,13,53,26,FNVL2030_6,Lowe's,
NV225G,8002-25G,Scottish Moss,,Scottish Moss,Mousse écossaise,,Greens,27,168,139,45,A88B2D,,0,17,73,34,FNVL2030_7,Lowe's,
NV226A,6007-5A,Green Highland,,Green Highland,Highland vert,,Greens,75,231,225,194,E7E1C2,,0,3,16,9,FVUP6007-5A,Lowe's,
NV226B,6007-5B,Plum Passion,,Plum Passion,Passion aux prunes,,Greens,63,219,209,164,DBD1A4,,0,5,25,14,FVUP6007-5B,Lowe's,
NV226C,6007-5C,Olive Marinade,,Olive Marinade,Marinade aux olives,,Greens,53,205,193,134,CDC186,,0,6,35,20,FVUP6007-5C,Lowe's,
NV226D,6007-6A,New Avocado,,New Avocado,Nouvel avocat,,Greens,41,186,171,93,BAAB5D,,0,8,50,27,FVUP6007-6A,Lowe's,
NV226E,6007-6B,Gilded Pesto,,Gilded Pesto,Pesto doré,,Greens,36,179,163,76,B3A34C,,0,9,58,30,FVUP6007-6B,Lowe's,
NV226F,6007-6C,Crushed Oregano,,Crushed Oregano,Origan broyé,,Greens,29,158,147,65,9E9341,,0,7,59,38,FVUP6007-6C,Lowe's,
NV226G,8002-26G,Sleepy Hamlet,,Sleepy Hamlet,Hameau endormi,,Greens,19,135,122,35,877A23,,0,10,74,47,FPL16_20,Lowe's,
NV227A,8002-27A,Meadow Morn,,Meadow Morn,Vallée du soleil levant,,Greens,81,236,235,204,ECEBCC,,0,0,14,7,FNVL2034_1,Lowe's,
NV227B,6005-5B,Leaf Bud,,Leaf Bud,Feuille bourgeonnante,,Greens,65,218,213,164,DAD5A4,,0,2,25,15,FVUP6005-5B,Lowe's,
NV227C,6005-5C,Herb Cornucopia,,Herb Cornucopia,Herbes abondantes,,Greens,50,195,189,131,C3BD83,,0,3,33,24,FVUP6005-5C,Lowe's,
NV227D,6005-6A,Jalapeño Jelly,,Jalapeño Jelly,Gelée jalapeño,,Greens,38,176,168,102,B0A866,,0,5,42,31,FVUP6005-6A,Lowe's,
NV227E,6005-6B,Organic Garden,,Organic Garden,Jardin biologique,,Greens,31,159,153,86,9F9956,,0,4,46,38,FVUP6005-6B,Lowe's,
NV227F,6005-6C,Green Jalapeño,,Green Jalapeño,Jalapeño vert,,Greens,21,129,128,74,81804A,,0,1,43,49,FVUP6005-6C,Lowe's,
NV227G,8002-27G,Pressed Olives,,Pressed Olives,Olives pressées,,Greens,12,99,101,46,63652E,,2,0,54,60,FNVL2034_7,Lowe's,
NV228A,8002-28A,Origami Clover,,Origami Clover,Trèfle en papier,,Greens,80,229,233,206,E5E9CE,,2,0,12,9,FPL18_02,Lowe's,
NV228B,6003-5B,Timid Absinthe,,Timid Absinthe,Absinthe timide,,Greens,72,219,224,180,DBE0B4,,2,0,20,12,FVUP6003-5B,Lowe's,
NV228C,6003-5C,Mild Evergreen,,Mild Evergreen,Vert sapin doux,,Greens,60,203,207,151,CBCF97,,2,0,27,19,FVUP6003-5C,Lowe's,
NV228D,6003-6A,Everglade Glen,,Everglade Glen,Vallée des marais,,Greens,50,186,193,126,BAC17E,,4,0,35,24,FVUP6003-6A,Lowe's,
NV228E,6003-6B,Fiddlehead Fern,,Fiddlehead Fern,Crosse de fougère,,Greens,39,163,173,105,A3AD69,,6,0,39,32,FVUP6003-6B,Lowe's,
NV228F,6003-6C,Palm Leaf,,Palm Leaf,Feuille de palmier,,Greens,22,124,135,58,7C873A,,8,0,57,47,FVUP6003-6C,Lowe's,
NV228G,8002-28G,Leaps and Bounds,,Leaps and Bounds,À pas de géant,,Greens,19,109,128,59,6D803B,,15,0,54,50,FPL17_16,Lowe's,
NV229A,8002-29A,Carpathian Dawn,,Carpathian Dawn,Aube des Carpates,,Greens,79,230,233,206,E6E9CE,,1,0,12,9,FNVL2037_1,Lowe's,
NV229B,6001-5B,Prairie Willow,,Prairie Willow,Saule des prairies,,Greens,67,212,218,184,D4DAB8,,3,0,16,15,FVUP6001-5B,Lowe's,
NV229C,6001-5C,Zen Garden,,Zen Garden,Jardin zen,,Greens,57,196,203,159,C4CB9F,,3,0,22,20,FVUP6001-5C,Lowe's,
NV229D,6001-6A,Gloaming Green,,Gloaming Green,Vert crépusculaire,,Greens,42,166,180,131,A6B483,,8,0,27,29,FVUP6001-6A,Lowe's,
NV229E,6001-6B,Cool Green,,Cool Green,Vert froid,,Greens,33,144,163,114,90A372,,12,0,30,36,FVUP6001-6B,Lowe's,
NV229F,6001-6C,Graceful Green,,Graceful Green,Vert gracieux,,Greens,19,109,126,79,6D7E4F,,13,0,37,51,FVUP6001-6C,Lowe's,
NV229G,8002-29G,Noble Eric,,Noble Eric,Éric Noble,,Greens,14,88,113,63,58713F,,22,0,44,56,FSW6727,Lowe's,
NV230A,6004-7A,Mint Mist,,Mint Mist,Brume de menthe,,Greens,82,229,237,211,E5EDD3,,3,0,11,7,FVUP6004-7A,Lowe's,
NV230B,8002-30B,Cool Peridot,,Cool Peridot,Péridot frais,,Greens,75,212,232,189,D4E8BD,,9,0,19,9,FNVL2039_2,Lowe's,
NV230C,8002-30C,Luck Be a Lady,,Luck Be a Lady,Vert chanceux,,Greens,69,199,225,172,C7E1AC,,12,0,24,12,FNVL2039_3,Lowe's,
NV230D,8002-30D,Whipped Pistachio,,Whipped Pistachio,Pistache fouettée,,Greens,54,165,205,139,A5CD8B,,20,0,32,20,FNVL2039_4,Lowe's,
NV230E,8002-30E,Snipped Chive,,Snipped Chive,Ciboulette coupée,,Greens,37,136,174,110,88AE6E,,22,0,37,32,FNVL2039_5,Lowe's,
NV230F,8002-30F,Catnip,,Catnip,Herbe à chat,,Greens,24,107,146,82,6B9252,,27,0,44,43,FNVL2039_6,Lowe's,
NV230G,8002-30G,Shepherd's Green,,Shepherd's Green,Vert berger,,Greens,17,86,124,62,567C3E,,31,0,50,51,FNVL2039_7,Lowe's,
NV231A,5007-5A,Crocodile Dreams,,Crocodile Dreams,Rêves de crocodile,,Greens,68,203,220,192,CBDCC0,,8,0,13,14,FVUP5007-5A,Lowe's,
NV231B,5007-5B,Kiss of Mint,,Kiss of Mint,Baiser à la menthe,,Greens,60,191,209,181,BFD1B5,,9,0,13,18,FVUP5007-5B,Lowe's,
NV231C,5007-5C,Rolling Glen,,Rolling Glen,Paysage valloné,,Greens,43,160,182,146,A0B692,,12,0,20,29,FVUP5007-5C,Lowe's,
NV231D,5007-6A,Meadowgrass,,Meadowgrass,Herbe des prés,,Greens,33,136,162,125,88A27D,,16,0,23,36,FVUP5007-6A,Lowe's,
NV231E,5007-6B,Plaza Green,,Plaza Green,Place Verte,,Greens,26,120,146,107,78926B,,18,0,27,43,FVUP5007-6B,Lowe's,
NV231F,5007-6C,Mixedwood Leaf,,Mixedwood Leaf,Feuille de forêt mixte,,Greens,17,97,122,81,617A51,,20,0,34,52,FVUP5007-6C,Lowe's,
NV231G,6009-8,Lime Twist,,Lime Twist,Torsion de limes,,Greens,10,70,99,48,466330,,29,0,52,61,FVUP6009-8,Lowe's,
NV232A,5008-5A,Pale Tidepool,,Pale Tidepool,Sillon de plage pâle,,Greens,74,214,229,204,D6E5CC,,7,0,11,10,FVUP5008-5A,Lowe's,
NV232B,5008-5B,Jaded Lime,,Jaded Lime,Lime jade,,Greens,63,192,215,180,C0D7B4,,11,0,16,16,FVUP5008-5B,Lowe's,
NV232C,5008-5C,Heartland Frosty,,Heartland Frosty,Centre givré,,Greens,48,162,192,148,A2C094,,16,0,23,25,FVUP5008-5C,Lowe's,
NV232D,5008-6A,Green Goddess,,Green Goddess,Déesse verte,,Greens,37,138,173,125,8AAD7D,,20,0,28,32,FVUP5008-6A,Lowe's,
NV232E,5008-6B,Spring Leaves,,Spring Leaves,Feuilles printanières,,Greens,30,123,159,109,7B9F6D,,23,0,31,38,FVUP5008-6B,Lowe's,
NV232F,5008-6C,Field Time Green,,Field Time Green,Vert des champs,,Greens,19,95,131,73,5F8349,,27,0,44,49,FVUP5008-6C,Lowe's,
NV232G,6009-7,Vegas Green,,Vegas Green,Vert Vegas,,Greens,11,49,103,54,316736,,52,0,48,60,FVUP6009-7,Lowe's,
NV233A,8002-33A,Mint Intermezzo,,Mint Intermezzo,Intermezzo menthe,,Greens,76,213,230,214,D5E6D6,,7,0,7,10,FNVL2043_1,Lowe's,
NV233B,8002-33B,Green Grapes,,Green Grapes,Raisin vert,,Greens,71,202,225,206,CAE1CE,,10,0,8,12,FNVL2043_2,Lowe's,
NV233C,8002-33C,Frosted Sage,,Frosted Sage,Sauge glacée,,Greens,60,179,211,183,B3D3B7,,15,0,13,17,FNVL2043_3,Lowe's,
NV233D,8002-33D,Green-Eyed Lady,,Green-Eyed Lady,Femme aux yeux verts,,Greens,43,138,186,151,8ABA97,,26,0,19,27,FNVL2043_4,Lowe's,
NV233E,8002-33E,King Theo,,King Theo,Roi Théo,,Greens,34,118,169,132,76A984,,30,0,22,34,FNVL2043_5,Lowe's,
NV233F,8002-33F,Laurel Wreath,,Laurel Wreath,Couronne de laurier,,Greens,21,90,137,97,5A8961,,34,0,29,46,FNVL2043_6,Lowe's,
NV233G,8002-33G,Jeremy's Journey,,Jeremy's Journey,Voyage de Jérémie,,Greens,9,53,93,61,355D3D,,43,0,34,64,FNVL2043_7,Lowe's,
NV234A,6001-7A,Icy Mint,,Icy Mint,Menthe glacée,,Greens,75,205,230,215,CDE6D7,,11,0,7,10,FVUP6001-7A,Lowe's,
NV234B,6001-7B,Mint Gala,,Mint Gala,Gala menthe,,Greens,69,191,224,206,BFE0CE,,15,0,8,12,FVUP6001-7B,Lowe's,
NV234C,6001-7C,Green Supreme,,Green Supreme,Vert suprême,,Greens,55,163,206,182,A3CEB6,,21,0,12,19,FVUP6001-7C,Lowe's,
NV234D,6001-8A,Kelp,,Kelp,Varech,,Greens,45,138,190,162,8ABEA2,,27,0,15,25,FVUP6001-8A,Lowe's,
NV234E,6001-8B,Salamander,,Salamander,Salamandre,,Greens,28,98,156,128,629C80,,37,0,18,39,FVUP6001-8B,Lowe's,
NV234F,6001-8C,Deep Mint,,Deep Mint,Menthe profonde,,Greens,12,45,110,75,2D6E4B,,59,0,32,57,FVUP6001-8C,Lowe's,
NV234G,6011-6,Four-Leaf Clover,,Four-Leaf Clover,Trèfle à quatre feuilles,,Greens,9,33,95,60,215F3C,,65,0,37,63,FVUP6011-6,Lowe's,
NV235A,8002-35A,Luminous Mist,,Luminous Mist,Menthe lumineuse,,Teals,77,217,230,223,D9E6DF,,6,0,3,10,FNVL2048_1,Lowe's,
NV235B,8002-35B,Fescue,,Fescue,Fétuque,,Teals,67,197,219,211,C5DBD3,,10,0,4,14,FNVL2048_2,Lowe's,
NV235C,8002-35C,Wave Runner,,Wave Runner,Motomarine,,Teals,57,173,205,197,ADCDC5,,16,0,4,20,FNVL2048_3,Lowe's,
NV235D,8002-35D,Carnival Glass,,Carnival Glass,Verre carnaval,,Teals,42,139,182,174,8BB6AE,,24,0,4,29,FNVL2048_4,Lowe's,
NV235E,5004-6A,Spa Green,,Spa Green,Vert spa,,Teals,21,78,138,126,4E8A7E,,43,0,9,46,FVUP5004-6A,Lowe's,
NV235F,5010-7,Elegant Silk,,Elegant Silk,Soie élégante,,Teals,16,32,123,111,207B6F,,74,0,10,52,FVUP5010-7,Lowe's,
NV235G,5009-5,Northern Hemisphere,,Northern Hemisphere,Hémisphère nord,,Teals,8,1,91,81,015B51,,99,0,11,64,FVUP5009-5,Lowe's,
NV236A,8002-36A,Touch of Frost,,Touch of Frost,Touche de givre,,Teals,76,204,232,226,CCE8E2,,12,0,3,9,FNVL2050_1,Lowe's,
NV236B,5007-7A,Mystic Sea,,Mystic Sea,Mer mystique,,Teals,70,189,226,220,BDE2DC,,16,0,3,11,FVUP5007-7A,Lowe's,
NV236C,5007-7B,Lake Breeze,,Lake Breeze,Brise du lac,,Teals,59,169,210,204,A9D2CC,,20,0,3,18,FVUP5007-7B,Lowe's,
NV236D,5007-7C,Gentle Wave,,Gentle Wave,Douce vague,,Teals,51,139,200,195,8BC8C3,,31,0,3,22,FVUP5007-7C,Lowe's,
NV236E,5007-8A,Twilight Meadow,,Twilight Meadow,Prairie du crépuscule,,Teals,33,74,171,166,4AABA6,,57,0,3,33,FVUP5007-8A,Lowe's,
NV236F,5007-8B,Dreamy Teal,,Dreamy Teal,Sarcelle onirique,,Teals,23,57,145,142,39918E,,61,0,2,43,FVUP5007-8B,Lowe's,
NV236G,5009-7,Artisan Green,,Artisan Green,Vert artisanal,,Teals,11,15,103,97,0F6761,,85,0,6,60,FVUP5009-7,Lowe's,
NV237A,5006-7A,Sea Breath,,Sea Breath,Respiration de l’océan,,Teals,73,199,228,226,C7E4E2,,13,0,1,11,FVUP5006-7A,Lowe's,
NV237B,5006-7B,Crystal Aqua,,Crystal Aqua,Cristal aigue-marine,,Teals,62,168,215,215,A8D7D7,,22,0,0,16,FVUP5006-7B,Lowe's,
NV237C,5006-7C,Bay Mist,,Bay Mist,Brume de la baie,,Teals,52,140,202,203,8CCACB,,31,0,0,20,FVUP5006-7C,Lowe's,
NV237D,5006-8A,Swim,,Swim,Nage,,Teals,40,104,182,182,68B6B6,,43,0,0,29,FVUP5006-8A,Lowe's,
NV237E,5006-8B,Tidal Teal,,Tidal Teal,Sarcelle des marées,,Teals,26,61,151,155,3D979B,,61,3,0,39,FVUP5006-8B,Lowe's,
NV237F,5006-8C,Fish Story,,Fish Story,Histoire de poisson,,Teals,16,33,124,128,217C80,,74,3,0,50,FVUP5006-8C,Lowe's,
NV237G,8002-37G,Toadstool Teal,5010-8 Gypsy Teal,Toadstool Teal,Sarcelle champignon,,Teals,8,1,93,97,015D61,,99,4,0,62,FVUP5050-8,Lowe's,
NV238A,5002-7A,Tropical Mist,,Tropical Mist,Brume tropicale,,Blues,77,206,233,233,CEE9E9,,12,0,0,9,FVUP5002-7A,Lowe's,
NV238B,8002-38B,Haiku Blue,,Haiku Blue,Bleu haïku,,Blues,68,185,222,226,B9DEE2,,18,2,0,11,FNVL2053_2,Lowe's,
NV238C,8002-38C,Droplet,,Droplet,Gouttelette,,Blues,61,163,214,220,A3D6DC,,26,3,0,14,FNVL2053_3,Lowe's,
NV238D,8002-38D,Cerulean Skies,,Cerulean Skies,Ciel céruléen,,Blues,46,126,191,197,7EBFC5,,36,3,0,23,FNVL2053_4,Lowe's,
NV238E,5004-8A,Gone Fishing,,Gone Fishing,Voyage de pêche,,Blues,28,74,156,166,4A9CA6,,55,6,0,35,FVUP5004-8A,Lowe's,
NV238F,5004-8B,Tropical Oasis,,Tropical Oasis,Oasis tropicale,,Teals,21,60,139,149,3C8B95,,60,7,0,42,FVUP5004-8B,Lowe's,
NV238G,8002-38G,Deep Water,,Deep Water,Eau profonde,,Teals,6,1,83,93,01535D,,99,11,0,64,FNVL2053_7,Lowe's,
NV239A,8002-39A,Aloha,,Aloha,Aloha,,Blues,80,220,233,233,DCE9E9,,6,0,0,9,FNVL2055_1,Lowe's,
NV239B,8002-39B,Forever,,Forever,À jamais,,Blues,70,191,224,231,BFE0E7,,17,3,0,9,FNVL2055_2,Lowe's,
NV239C,5002-7B,Surf Spray,,Surf Spray,Vaporisateur de surf,,Blues,66,179,220,228,B3DCE4,,21,4,0,11,FVUP5002-7B,Lowe's,
NV239D,5002-7C,Tidal Wave,,Tidal Wave,Raz de marée,,Blues,48,132,193,207,84C1CF,,36,7,0,19,FVUP5002-7C,Lowe's,
NV239E,5002-8A,Sea Serenade,,Sea Serenade,Sérénade marine,,Blues,37,103,175,190,67AFBE,,46,8,0,25,FVUP5002-8A,Lowe's,
NV239F,5002-8B,Aqua Dance,,Aqua Dance,Danse aigue-marine,,Teals,23,53,143,159,358F9F,,67,10,0,38,FVUP5002-8B,Lowe's,
NV239G,5002-8C,Night Scape,,Night Scape,Paysage nocturne,,Teals,9,12,95,108,0C5F6C,,89,12,0,58,FVUP5002-8C,Lowe's,
NV240A,8002-40A,Fresh Dawn,V032-1 Baby Boy,Fresh Dawn,Fraîcheur de l’aube,,Blues,75,200,229,236,C8E5EC,,15,3,0,7,FNVL2057_1,Lowe's,
NV240B,8002-40B,Bright and Breezy,,Bright and Breezy,Soleil et brise,,Blues,69,181,223,235,B5DFEB,,23,5,0,8,FNVL2057_2,Lowe's,
NV240C,8002-40C,Gossamer Threads,,Gossamer Threads,Fil de la vierge,,Blues,58,150,210,229,96D2E5,,34,8,0,10,FNVL2057_3,Lowe's,
NV240D,8002-40D,Ocean Horizon,,Ocean Horizon,Horizon océanique,,Blues,44,111,189,211,6FBDD3,,47,10,0,17,FNVL2057_4,Lowe's,
NV240E,8002-40E,Blue Nebula,,Blue Nebula,Bleu nébuleuse,,Blues,30,61,161,184,3DA1B8,,67,13,0,28,FNVL2057_5,Lowe's,
NV240F,8002-40F,Parrot Flight,,Parrot Flight,Vol de perroquet,,Blues,16,1,123,146,017B92,,99,16,0,43,FNVL2057_6,Lowe's,
NV240G,8002-40G,Deep Atlantic,,Deep Atlantic,Atlantique profond,,Blues,9,1,93,114,015D72,,99,18,0,55,FNVL2057_7,Lowe's,
NV241A,8002-41A,Easy Breezy,,Easy Breezy,Fastoche,,Blues,64,184,215,222,B8D7DE,,17,3,0,13,FNVL2057A_1,Lowe's,
NV241B,8002-41B,Neptune's Castle,,Neptune's Castle,Château de Neptune,,Blues,54,162,201,214,A2C9D6,,24,6,0,16,FNVL2057A_2,Lowe's,
NV241C,8002-41C,Aster,,Aster,Aster,,Blues,44,137,184,199,89B8C7,,31,8,0,22,FNVL2057A_3,Lowe's,
NV241D,8002-41D,Blue Ridge Mist,,Blue Ridge Mist,Bleu crête brumeuse,,Blues,35,114,167,185,72A7B9,,38,10,0,27,FNVL2057A_4,Lowe's,
NV241E,8002-41E,Blue Spirit,,Blue Spirit,Esprit bleu,,Blues,19,62,128,148,3E8094,,58,14,0,42,FNVL2057A_5,Lowe's,
NV241F,8002-41F,Jester Blue,,Jester Blue,Bleu plaisantin,,Blues,10,31,96,113,1F6071,,73,15,0,56,FNVL2057A_6,Lowe's,
NV241G,8002-41G,Mariana Trench,,Mariana Trench,Fosse des Mariannes,,Blues,6,26,72,88,1A4858,,70,18,0,65,FNVL2057A_7,Lowe's,
NV242A,8002-42A,Quiet Nook,,Quiet Nook,Coin tranquille,,Blues,69,184,223,238,B8DFEE,,23,6,0,7,FNVL2059_1,Lowe's,
NV242B,5001-7B,Ice Sculpture,,Ice Sculpture,Sculpture de glace,,Blues,53,153,200,221,99C8DD,,31,10,0,13,FVUP5001-7B,Lowe's,
NV242C,5001-7C,Tidal Basin,,Tidal Basin,Tidal Basin,,Blues,35,102,168,197,66A8C5,,48,15,0,23,FVUP5001-7C,Lowe's,
NV242D,5001-8A,Rushing Rapids,,Rushing Rapids,Rapides rugissants,,Blues,25,72,145,176,4891B0,,59,18,0,31,FVUP5001-8A,Lowe's,
NV242E,5001-8B,Blue China,,Blue China,Bleu de Chine,,Blues,19,52,129,161,3481A1,,68,20,0,37,FVUP5001-8B,Lowe's,
NV242F,8002-42F,Deep Universe,,Deep Universe,Profondeur de l’univers,,Blues,12,1,104,138,01688A,,99,25,0,46,FNVL2059_6,Lowe's,
